Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,AvgCH,AvgCD,AvgCA,MaxCH,MaxCD,MaxCA
P1,09/08/2024,Sp Lisbon,Rio Ave,3,1,2,,H,1.16,7.79,15.44,1.18,8.8,18.0
P1,10/08/2024,AVS,Nacional,1,1,,1,D,2.26,3.28,3.21,2.31,3.37,3.39
P1,10/08/2024,Casa Pia,Boavista,0,1,,,A,1.93,3.47,3.98,1.97,3.6,4.3
P1,10/08/2024,Porto,Gil Vicente,3,0,1,,H,1.18,7.17,14.72,1.19,8.1,17.0
P1,11/08/2024,Estoril,Santa Clara,1,4,1,1,A,2.18,3.22,3.47,2.27,3.33,3.6
P1,11/08/2024,Famalicao,Benfica,2,0,1,,H,6.54,4.68,1.44,7.0,5.0,1.47
P1,11/08/2024,Farense,Moreirense,1,2,,1,A,2.92,3.22,2.47,3.07,3.3,2.55
P1,11/08/2024,Sp Braga,Estrela,1,1,,,D,1.38,5.04,7.45,1.4,5.4,8.0
P1,12/08/2024,Arouca,Guimaraes,0,1,,1,A,2.85,3.4,2.42,2.95,3.48,2.51
P1,16/08/2024,Santa Clara,Porto,0,2,,2,A,5.93,4.24,1.53,6.2,4.5,1.57
P1,16/08/2024,Gil Vicente,AVS,4,2,2,2,H,2.28,3.3,3.19,2.34,3.4,3.4
P1,17/08/2024,Rio Ave,Farense,1,0,1,,H,2.01,3.42,3.75,2.08,3.54,3.96
P1,17/08/2024,Nacional,Sp Lisbon,1,6,1,2,A,10.74,6.03,1.25,12.0,6.7,1.27
P1,17/08/2024,Benfica,Casa Pia,3,0,,,H,1.18,7.44,13.53,1.2,8.6,15.0
P1,18/08/2024,Moreirense,Arouca,3,1,2,1,H,2.34,3.25,3.1,2.41,3.4,3.31
P1,18/08/2024,Guimaraes,Estoril,1,0,1,,H,1.58,4.03,5.68,1.6,4.2,6.2
P1,18/08/2024,Boavista,Sp Braga,0,1,,1,A,5.2,4.16,1.6,5.75,4.4,1.64
P1,19/08/2024,Estrela,Famalicao,0,3,,1,A,2.48,3.22,2.91,2.6,3.32,3.0
P1,23/08/2024,Farense,Sp Lisbon,0,5,,2,A,12.84,7.49,1.19,15.0,8.3,1.21
P1,24/08/2024,Casa Pia,Santa Clara,0,2,,,A,2.74,3.26,2.58,2.83,3.36,2.7
P1,24/08/2024,Porto,Rio Ave,2,0,2,,H,1.23,6.01,12.26,1.27,6.5,14.0
P1,24/08/2024,Benfica,Estrela,1,0,1,,H,1.18,7.23,14.79,1.21,8.1,17.0
P1,24/08/2024,Famalicao,Boavista,1,0,1,,H,1.56,3.94,5.96,1.6,4.02,6.5
P1,25/08/2024,Arouca,Nacional,1,0,1,,H,2.07,3.45,3.46,2.14,3.56,3.6
P1,25/08/2024,Estoril,Gil Vicente,0,0,,,D,2.6,3.24,2.72,2.7,3.35,2.87
P1,25/08/2024,AVS,Guimaraes,1,0,,,H,3.84,3.48,1.93,4.2,3.64,2.0
P1,25/08/2024,Sp Braga,Moreirense,3,1,1,,H,1.56,4.11,5.59,1.58,4.33,6.0
P1,30/08/2024,Moreirense,Benfica,1,1,,,D,7.19,4.52,1.44,7.6,4.8,1.47
P1,31/08/2024,Santa Clara,AVS,2,1,1,1,H,1.83,3.49,4.43,1.87,3.64,4.8
P1,31/08/2024,Boavista,Estoril,0,0,,,D,2.32,3.11,3.27,2.41,3.22,3.41
P1,31/08/2024,Estrela,Casa Pia,0,1,,,A,2.29,3.2,3.24,2.38,3.29,3.33
P1,31/08/2024,Sp Lisbon,Porto,2,0,,,H,1.78,3.76,4.37,1.84,3.96,4.75
P1,01/09/2024,Nacional,Farense,2,0,1,,H,2.22,3.42,3.18,2.27,3.52,3.32
P1,01/09/2024,Rio Ave,Arouca,1,0,1,,H,2.32,3.28,3.11,2.38,3.38,3.27
P1,01/09/2024,Gil Vicente,Sp Braga,0,0,,,D,4.49,3.85,1.74,4.75,4.0,1.8
P1,01/09/2024,Guimaraes,Famalicao,2,1,1,1,H,1.97,3.38,3.92,2.05,3.5,4.2
P1,13/09/2024,Arouca,Sp Lisbon,0,3,,1,A,12.11,6.7,1.21,13.02,7.6,1.26
P1,14/09/2024,Casa Pia,Moreirense,3,1,,1,H,2.71,3.01,2.81,2.85,3.15,2.92
P1,14/09/2024,AVS,Rio Ave,1,0,,,H,2.61,3.19,2.75,2.7,3.3,2.88
P1,14/09/2024,Benfica,Santa Clara,4,1,2,1,H,1.24,6.16,11.38,1.28,6.8,14.0
P1,14/09/2024,Famalicao,Gil Vicente,1,1,1,,D,1.87,3.44,4.31,1.95,3.55,4.7
P1,15/09/2024,Porto,Farense,2,1,,,H,1.13,8.41,18.5,1.17,10.0,22.0
P1,15/09/2024,Estoril,Nacional,1,0,1,,H,2.3,3.34,3.07,2.38,3.47,3.2
P1,15/09/2024,Sp Braga,Guimaraes,0,2,,,A,1.99,3.47,3.75,2.05,3.6,3.91
P1,16/09/2024,Estrela,Boavista,2,2,1,2,D,1.92,3.29,4.3,1.99,3.4,4.7
P1,20/09/2024,Nacional,Sp Braga,0,3,,,A,5.04,3.98,1.65,5.5,4.2,1.69
P1,21/09/2024,Rio Ave,Estoril,2,2,1,,D,1.94,3.31,4.2,2.0,3.45,4.4
P1,21/09/2024,Santa Clara,Estrela,1,0,,,H,1.77,3.57,4.73,1.85,3.72,5.1
P1,21/09/2024,Guimaraes,Porto,0,3,,,A,3.5,3.17,2.19,3.67,3.23,2.26
P1,21/09/2024,Moreirense,Famalicao,0,0,,,D,2.52,3.1,2.95,2.6,3.2,3.07
P1,22/09/2024,Gil Vicente,Casa Pia,1,1,1,,D,2.1,3.18,3.74,2.15,3.28,3.93
P1,22/09/2024,Farense,Arouca,0,1,,1,A,2.64,3.34,2.63,2.72,3.47,2.75
P1,22/09/2024,Sp Lisbon,AVS,3,0,2,,H,1.07,11.72,25.98,1.09,15.0,34.0
P1,23/09/2024,Boavista,Benfica,0,3,,2,A,11.49,5.81,1.25,13.0,6.4,1.28
P1,27/09/2024,Estoril,Sp Lisbon,0,3,,2,A,14.79,7.74,1.17,18.0,8.5,1.19
