Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,AvgCH,AvgCD,AvgCA,MaxCH,MaxCD,MaxCA
RUS,05/07/2017,Orenburg,Krasnodar,1,0,,,H,3.59,3.02,2.17,4.04,3.2,2.29
RUS,05/07/2017,Rubin Kazan,Ufa,2,1,,,H,2.01,3.0,4.25,2.12,3.11,4.7
RUS,05/07/2017,Zenit,Akhmat Grozny,0,1,,,A,1.39,4.5,8.2,1.42,5.2,10.5
RUS,15/07/2017,Ural,FK Rostov,1,1,,,D,2.86,2.9,2.69,3.08,3.01,3.25
RUS,15/07/2017,Tosno,Ufa,0,1,,,A,2.38,2.87,3.32,2.6,3.0,3.6
RUS,15/07/2017,FK Anzi Makhackala,CSKA Moscow,1,3,,,A,8.25,4.02,1.44,10.32,4.34,1.61
RUS,16/07/2017,SKA Khabarovsk,Zenit,0,2,,,A,8.99,4.43,1.37,11.0,5.0,1.4
RUS,16/07/2017,Rubin Kazan,Krasnodar,1,2,,,A,2.53,2.91,3.03,2.72,3.1,3.34
RUS,16/07/2017,Akhmat Grozny,Amkar,1,0,,,H,1.85,3.19,4.66,1.92,3.54,5.9
RUS,18/07/2017,Dynamo Moscow,Spartak Moscow,2,2,,,D,3.67,3.37,2.02,4.35,3.66,2.11
RUS,18/07/2017,Lokomotiv Moscow,Arsenal Tula,1,0,,,H,1.43,4.06,8.4,1.49,4.33,10.0
RUS,21/07/2017,CSKA Moscow,Lokomotiv Moscow,1,3,,,A,1.52,3.81,6.73,1.57,4.14,7.7
RUS,21/07/2017,FK Anzi Makhackala,Amkar,1,0,,,H,2.17,2.98,3.72,2.35,3.13,4.2
RUS,22/07/2017,Zenit,Rubin Kazan,2,1,,,H,1.44,4.16,7.53,1.5,4.75,9.5
RUS,22/07/2017,Krasnodar,Tosno,2,0,,,H,1.4,4.37,8.18,1.48,5.0,11.5
RUS,23/07/2017,Ufa,Spartak Moscow,0,0,,,D,4.24,3.27,1.91,5.47,3.62,2.0
RUS,23/07/2017,Dynamo Moscow,Ural,0,1,,,A,1.53,3.84,6.5,1.59,4.17,7.5
RUS,23/07/2017,FK Rostov,Akhmat Grozny,0,1,,,A,2.42,2.94,3.17,2.58,3.2,3.37
RUS,24/07/2017,Arsenal Tula,SKA Khabarovsk,1,0,,,H,1.69,3.31,5.86,1.82,3.53,6.99
RUS,29/07/2017,CSKA Moscow,SKA Khabarovsk,2,0,,,H,1.18,6.58,16.08,1.21,7.57,21.0
RUS,29/07/2017,Ural,Ufa,1,1,,,D,2.54,2.83,3.12,2.72,3.0,3.36
RUS,29/07/2017,Rubin Kazan,Arsenal Tula,2,1,,,H,1.66,3.43,5.91,1.72,3.7,7.3
RUS,29/07/2017,Akhmat Grozny,Dynamo Moscow,2,0,,,H,2.08,3.04,3.87,2.16,3.18,4.3
RUS,30/07/2017,Amkar,FK Rostov,0,1,,,A,2.79,2.63,3.02,3.14,2.8,3.34
RUS,30/07/2017,Lokomotiv Moscow,FK Anzi Makhackala,1,0,,,H,1.54,3.7,6.86,1.6,4.0,8.0
RUS,30/07/2017,Tosno,Zenit,0,1,,,A,16.27,6.15,1.19,22.38,7.03,1.28
RUS,31/07/2017,Spartak Moscow,Krasnodar,2,0,,,H,1.68,3.81,4.81,1.81,4.06,5.6
RUS,04/08/2017,Krylya Sovetov,Amkar,2,2,,,D,2.51,2.82,3.16,2.64,3.01,3.62
RUS,04/08/2017,Akhmat Grozny,Arsenal Tula,3,1,,,H,1.95,3.14,4.3,2.07,3.45,5.95
RUS,04/08/2017,Zenit,FK Anzi Makhackala,1,1,,,D,1.16,6.83,17.14,1.22,10.0,26.0
RUS,05/08/2017,Ural,Krylya Sovetov,1,3,,,A,2.55,2.93,2.99,2.7,3.07,3.28
RUS,05/08/2017,FK Anzi Makhackala,Lokomotiv Moscow,0,0,,,D,2.5,3.03,2.93,2.74,3.15,3.21
RUS,08/08/2017,SKA Khabarovsk,FK Anzi Makhackala,2,0,,,H,2.68,2.8,2.95,2.85,2.97,3.38
RUS,08/08/2017,Amkar,Ufa,0,0,,,D,2.55,2.75,3.21,2.77,2.88,3.4
RUS,09/08/2017,Amkar,CSKA Moscow,0,1,,,A,5.73,3.52,1.65,6.51,3.94,1.73
RUS,12/08/2017,Ural,Arsenal Tula,1,1,,,D,2.49,2.92,3.12,2.64,3.12,3.48
RUS,13/08/2017,SKA Khabarovsk,Rubin Kazan,1,1,,,D,4.1,3.12,2.0,4.85,3.38,2.1
RUS,13/08/2017,Lokomotiv Moscow,Tosno,0,2,,,A,1.37,4.37,9.48,1.44,4.68,11.5
RUS,13/08/2017,Krasnodar,Amkar,1,1,,,D,1.45,4.07,7.74,1.49,4.5,9.3
RUS,13/08/2017,Zenit,Akhmat Grozny,4,0,,,H,1.44,4.21,7.47,1.48,4.7,8.9
RUS,14/08/2017,Arsenal Tula,Ural,2,2,,,D,2.35,2.94,3.33,2.68,3.17,3.52
RUS,18/08/2017,Tosno,SKA Khabarovsk,0,0,,,D,1.58,3.51,6.69,1.77,3.82,8.0
RUS,19/08/2017,Ural,CSKA Moscow,0,0,,,D,5.15,3.55,1.69,5.75,3.81,1.79
RUS,19/08/2017,Spartak Moscow,Lokomotiv Moscow,3,4,,,A,1.82,3.36,4.61,1.95,3.54,5.4
RUS,19/08/2017,Rubin Kazan,FK Anzi Makhackala,6,0,,,H,1.61,3.53,6.27,1.67,3.78,7.4
