Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,AvgCH,AvgCD,AvgCA,MaxCH,MaxCD,MaxCA
D2,18/09/2020,Hamburg,Fortuna Dusseldorf,2,1,1,,H,2.25,3.49,3.02,2.41,3.67,3.11
D2,18/09/2020,Regensburg,Nurnberg,1,1,,1,D,3.18,3.48,2.17,3.4,3.65,2.25
D2,19/09/2020,Hannover,Karlsruhe,2,0,1,,H,1.66,3.88,4.93,1.73,4.05,5.25
D2,19/09/2020,Sandhausen,Darmstadt,3,2,2,1,H,2.41,3.22,2.95,2.7,3.4,3.1
D2,19/09/2020,Wurzburger Kickers,Erzgebirge Aue,0,3,,,A,2.2,3.34,3.21,2.32,3.6,3.34
D2,20/09/2020,Greuther Furth,Osnabruck,1,1,1,1,D,2.06,3.43,3.46,2.14,3.7,3.69
D2,20/09/2020,Heidenheim,Braunschweig,2,0,1,,H,2.26,3.25,3.16,2.37,3.44,3.31
D2,20/09/2020,Holstein Kiel,Paderborn,1,0,,,H,2.34,3.5,2.84,2.5,3.74,2.99
D2,21/09/2020,Bochum,St Pauli,2,2,1,,D,1.89,3.59,3.86,2.0,3.8,4.09
D2,25/09/2020,Erzgebirge Aue,Greuther Furth,1,1,1,1,D,2.45,3.4,2.79,2.6,3.58,2.88
D2,25/09/2020,Osnabruck,Hannover,2,1,1,,H,3.41,3.51,2.07,3.6,3.74,2.15
D2,26/09/2020,Braunschweig,Holstein Kiel,0,0,,,D,2.81,3.39,2.41,2.92,3.6,2.49
D2,26/09/2020,Darmstadt,Regensburg,0,0,,,D,2.04,3.48,3.47,2.13,3.7,3.71
D2,26/09/2020,Fortuna Dusseldorf,Wurzburger Kickers,1,0,,,H,1.69,3.86,4.7,1.75,4.1,5.09
D2,27/09/2020,Karlsruhe,Bochum,0,1,,1,A,2.58,3.25,2.7,2.66,3.44,2.8
D2,27/09/2020,Nurnberg,Sandhausen,1,0,,,H,2.14,3.37,3.31,2.25,3.52,3.46
D2,27/09/2020,St Pauli,Heidenheim,4,2,2,,H,2.75,3.3,2.5,2.89,3.46,2.58
D2,28/09/2020,Paderborn,Hamburg,3,4,3,2,A,2.75,3.41,2.44,2.87,3.64,2.53
D2,02/10/2020,Bochum,Osnabruck,0,0,,,D,2.0,3.46,3.66,2.1,3.74,3.82
D2,02/10/2020,Sandhausen,St Pauli,1,0,1,,H,2.02,3.52,3.52,2.15,3.71,3.68
D2,03/10/2020,Hannover,Braunschweig,4,1,,,H,1.7,3.72,4.86,1.83,3.9,5.38
D2,03/10/2020,Heidenheim,Paderborn,0,0,,,D,2.36,3.58,2.77,2.48,3.79,2.99
