Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,AvgCH,AvgCD,AvgCA,MaxCH,MaxCD,MaxCA
N1,08/08/2025,For Sittard,Go Ahead Eagles,2,2,1,1,D,2.63,3.6,2.5,2.7,3.6,2.55
N1,09/08/2025,Nijmegen,Excelsior,5,0,1,,H,1.75,4.0,4.33,1.8,4.0,4.5
N1,09/08/2025,Feyenoord,NAC Breda,2,0,1,,H,1.18,8.5,11.0,1.18,8.5,15.0
N1,09/08/2025,Heerenveen,Volendam,1,1,1,,D,1.57,4.2,5.5,1.6,4.2,5.6
N1,09/08/2025,PSV Eindhoven,Sparta Rotterdam,6,1,3,,H,1.2,7.5,11.0,1.21,7.5,14.0
N1,10/08/2025,Zwolle,Twente,1,0,1,,H,4.0,3.6,1.91,4.0,3.7,1.95
N1,10/08/2025,AZ Alkmaar,Groningen,4,1,3,1,H,1.53,4.33,6.0,1.53,4.5,6.25
N1,10/08/2025,Ajax,Telstar,2,0,1,,H,1.17,7.5,17.0,1.17,8.5,17.0
N1,10/08/2025,Utrecht,Heracles,4,0,1,,H,1.55,4.5,5.5,1.57,4.5,5.8
N1,15/08/2025,Telstar,Zwolle,0,2,,1,A,2.55,3.4,2.7,2.7,3.5,2.7
N1,16/08/2025,Excelsior,Feyenoord,1,2,1,2,A,5.0,4.5,1.45,7.0,4.8,1.49
N1,16/08/2025,Heracles,Nijmegen,1,4,1,1,A,2.8,3.5,2.4,2.85,3.5,2.48
N1,16/08/2025,Groningen,Heerenveen,2,1,1,1,H,2.2,3.5,3.2,2.22,3.5,3.25
N1,17/08/2025,Go Ahead Eagles,Ajax,2,2,2,2,D,3.9,4.1,1.8,4.1,4.2,1.8
N1,17/08/2025,Sparta Rotterdam,Utrecht,2,1,1,,H,2.6,3.7,2.5,2.65,3.75,2.5
N1,17/08/2025,Twente,PSV Eindhoven,0,2,,1,A,4.75,4.75,1.57,5.0,5.0,1.6
N1,17/08/2025,Volendam,AZ Alkmaar,2,2,1,1,D,5.0,4.5,1.57,5.1,4.8,1.63
N1,17/08/2025,NAC Breda,For Sittard,2,1,1,,H,2.3,3.25,3.2,2.3,3.4,3.2
N1,23/08/2025,Go Ahead Eagles,Sparta Rotterdam,0,3,,1,A,2.05,3.8,3.3,2.05,3.8,3.4
N1,23/08/2025,PSV Eindhoven,Groningen,4,2,1,1,H,1.18,8.0,12.0,1.18,8.5,16.5
N1,23/08/2025,Telstar,Volendam,2,2,2,,D,2.35,3.8,2.8,2.38,3.8,2.87
N1,24/08/2025,Heerenveen,Twente,1,2,,1,A,2.75,3.75,2.3,2.88,3.9,2.35
N1,24/08/2025,Nijmegen,NAC Breda,3,0,1,,H,1.55,4.2,5.75,1.55,4.7,6.0
N1,24/08/2025,Utrecht,Excelsior,4,1,2,,H,1.42,5.25,6.25,1.42,5.6,7.5
N1,24/08/2025,Ajax,Heracles,2,0,1,,H,1.18,6.5,15.0,1.18,8.5,16.0
N1,29/08/2025,Groningen,Heracles,4,0,3,,H,1.62,3.9,5.25,1.62,4.1,5.5
