Div,Date,HomeTeam,AwayTeam,FTHG,FTAG,HTHG,HTAG,FTR,AvgCH,AvgCD,AvgCA,MaxCH,MaxCD,MaxCA
AUT,05/07/2022,Admira,Tirol,1,1,,,D,2.44,3.33,2.84,2.7,3.56,3.09
AUT,05/07/2022,Altach,Ried,1,1,,,D,3.01,3.39,2.29,3.15,3.6,2.36
AUT,05/07/2022,LASK,Hartberg,3,3,,,D,1.47,4.45,6.33,1.53,4.84,7.5
AUT,08/07/2022,Altach,Austria Vienna,3,2,,,H,4.36,3.75,1.76,5.5,3.95,1.85
AUT,08/07/2022,SK Rapid,A. Lustenau,1,1,,,D,1.41,4.98,6.4,1.49,5.44,7.45
AUT,08/07/2022,Tirol,A. Klagenfurt,2,2,,,D,1.9,3.91,3.54,1.98,4.11,3.75
AUT,22/07/2022,Salzburg,Austria Vienna,3,0,,,H,1.31,5.47,8.58,1.43,6.14,10.0
AUT,23/07/2022,LASK,A. Klagenfurt,3,1,,,H,1.43,4.7,6.53,1.47,5.0,7.0
AUT,23/07/2022,Wolfsberger AC,Sturm Graz,1,1,,,D,2.92,3.5,2.29,3.1,3.63,2.4
AUT,24/07/2022,A. Lustenau,Tirol,2,1,,,H,2.33,3.64,2.75,2.4,3.85,2.95
AUT,24/07/2022,Hartberg,Altach,2,1,,,H,2.13,3.43,3.27,2.25,3.62,3.5
AUT,24/07/2022,SK Rapid,Ried,1,0,,,H,1.79,3.59,4.39,1.86,4.04,4.86
AUT,30/07/2022,Altach,Wolfsberger AC,2,2,,,D,2.93,3.5,2.28,3.33,3.64,2.42
AUT,30/07/2022,Ried,A. Lustenau,1,0,,,H,1.98,3.6,3.54,2.11,3.81,3.95
AUT,30/07/2022,Sturm Graz,Salzburg,2,1,,,H,5.41,4.4,1.53,6.0,4.7,1.58
AUT,31/07/2022,A. Klagenfurt,SK Rapid,0,1,,,A,2.77,3.6,2.35,3.0,3.75,2.47
AUT,31/07/2022,Austria Vienna,LASK,1,1,,,D,2.6,3.49,2.53,2.73,3.7,2.7
AUT,31/07/2022,Tirol,Hartberg,2,1,,,H,2.22,3.7,2.91,2.35,3.94,3.19
AUT,05/08/2022,A. Klagenfurt,Sturm Graz,1,2,,,A,4.11,3.79,1.8,4.5,4.03,1.86
AUT,05/08/2022,Salzburg,Wolfsberger AC,4,0,,,H,1.3,5.7,8.53,1.36,6.01,10.0
AUT,05/08/2022,Austria Vienna,SK Rapid,1,1,,,D,2.43,3.29,2.87,2.7,3.46,3.06
AUT,10/08/2022,A. Klagenfurt,A. Lustenau,2,1,,,H,1.7,4.07,4.39,1.75,4.43,4.7
AUT,10/08/2022,Altach,Salzburg,2,3,,,A,7.08,5.0,1.39,8.1,5.8,1.44
AUT,10/08/2022,LASK,Hartberg,0,3,,,A,1.32,5.46,8.26,1.36,5.8,10.0
AUT,13/08/2022,A. Klagenfurt,Ried,1,0,,,H,2.05,3.49,3.48,2.13,3.73,3.76
AUT,13/08/2022,Austria Vienna,Tirol,2,1,,,H,1.74,4.02,4.19,1.79,4.59,4.75
AUT,13/08/2022,Sturm Graz,Altach,4,0,,,H,1.48,4.43,6.21,1.52,4.84,7.04
AUT,14/08/2022,A. Lustenau,Hartberg,4,1,,,H,2.34,3.51,2.84,2.45,3.72,3.05
AUT,14/08/2022,LASK,SK Rapid,2,1,,,H,1.64,4.17,4.72,1.75,4.5,5.37
AUT,14/08/2022,Salzburg,Wolfsberger AC,2,1,,,H,1.22,6.64,10.84,1.26,7.56,12.0
AUT,20/08/2022,Altach,A. Lustenau,1,2,,,A,2.23,3.49,3.05,2.4,3.73,3.4
AUT,20/08/2022,Salzburg,A. Klagenfurt,2,0,,,H,1.21,6.82,11.28,1.23,7.7,15.0
AUT,20/08/2022,Sturm Graz,LASK,0,1,,,A,2.38,3.51,2.8,2.5,3.75,2.92
AUT,21/08/2022,Ried,Tirol,1,2,,,A,2.67,3.51,2.47,2.85,3.77,2.59
AUT,21/08/2022,Wolfsberger AC,Austria Vienna,1,2,,,A,2.36,3.39,2.92,2.5,3.66,3.2
AUT,27/08/2022,A. Lustenau,Salzburg,0,6,,,A,11.6,7.07,1.2,13.0,7.53,1.26
AUT,27/08/2022,Hartberg,Ried,2,0,,,H,2.27,3.4,3.04,2.41,3.53,3.3
AUT,27/08/2022,LASK,Altach,4,1,,,H,1.24,6.17,10.98,1.35,7.25,13.0
